,State_Name,County,City,Zip_Code,Lat,Lon,Mean
84,Alabama,Autauga County,Prattville,36067,32.4740243,-86.45970329999999,58180
85,Alabama,Autauga County,Elmore,36025,32.4473511,-86.4768097,41464
86,Alabama,Autauga County,Marbury,36051,32.638522200000004,-86.51487309999999,59061
87,Alabama,Autauga County,Perdido,36562,31.110476199999997,-87.7868713,55216
88,Alabama,Autauga County,Bay Minette,36507,30.896961199999996,-87.7737368,36474
89,Alabama,Autauga County,Daphne,36526,30.6478335,-87.8437739,107603
90,Alabama,Autauga County,Loxley,36551,30.611477100000002,-87.7725676,50583
91,Alabama,Autauga County,Robertsdale,36567,30.5641292,-87.6870074,69996
92,Alabama,Autauga County,Clanton,35045,32.8695805,-86.6588881,56638
93,Alabama,Autauga County,Fairhope,36532,30.5408065,-87.89161800000001,67864
94,Alabama,Autauga County,Foley,36535,30.380275899999997,-87.7703177,71445
95,Alabama,Autauga County,Gulf Shores,36547,30.269628499999996,-87.637277,65583
96,Alabama,Autauga County,Foley,36535,30.3798842,-87.6650569,49212
97,Alabama,Autauga County,Pensacola,32506,30.4111645,-87.4511185,57395
98,Alabama,Autauga County,Clayton,36016,31.679443199999998,-85.5577196,56947
99,Alabama,Autauga County,Eufaula,36027,31.920409999999997,-85.17574090000001,43222
100,Alabama,Autauga County,Brent,35034,32.9533249,-87.00434659999999,67555
101,Alabama,Autauga County,Oneonta,35121,33.872392700000006,-86.45903220000001,34855
102,Alabama,Autauga County,Cleveland,35049,33.9974352,-86.544238,56385
103,Alabama,Autauga County,Gilbertown,36908,31.927592800000003,-88.33262950000001,53998
104,Alabama,Autauga County,Blountsville,35031,34.0336235,-86.63731779999999,47717
105,Alabama,Autauga County,Hayden,35079,33.9036637,-86.7813122,58684
106,Alabama,Autauga County,Union Springs,36089,32.082127299999996,-85.8274935,30765
107,Alabama,Autauga County,Greenville,36037,31.796828700000002,-86.6541421,30564
108,Alabama,Autauga County,Mckenzie,36456,31.575083000000003,-86.6086952,36333
109,Alabama,Autauga County,Anniston,36201,33.6421021,-85.8410233,27581
110,Alabama,Autauga County,Anniston,36207,33.634561700000006,-85.7901308,55336
111,Alabama,Autauga County,Oxford,36203,33.611132500000004,-85.87647270000001,54371
112,Alabama,Autauga County,Anniston,36201,33.613251500000004,-85.9253597,49509
113,Alabama,Autauga County,Jacksonville,36265,33.7661796,-85.7864612,46650
114,Alabama,Autauga County,Jackson,36545,31.357381699999998,-87.8407503,40352
115,Alabama,Autauga County,Jacksonville,36265,33.836968799999994,-85.7723498,33803
116,Alabama,Autauga County,Piedmont,36272,33.89526370000001,-85.5983598,35282
117,Alabama,Autauga County,Alexandria,36250,33.783775399999996,-85.9002899,72487
118,Alabama,Autauga County,Alexandria,36250,33.718819599999996,-85.9523544,0
119,Alabama,Autauga County,Lafayette,36862,32.866078200000004,-85.4616055,45966
120,Alabama,Autauga County,Lanett,36863,32.7766468,-85.27349170000001,38000
121,Alabama,Autauga County,Valley,36854,32.836280699999996,-85.17257629999999,44019
122,Alabama,Autauga County,Sand Rock,35983,34.1991534,-85.7578347,57239
123,Alabama,Autauga County,Spring Garden,36275,34.0861716,-85.5068892,51542
124,Alabama,Autauga County,Clanton,35045,32.8695805,-86.6588881,54388
125,Alabama,Autauga County,Jack,36346,31.537584399999997,-85.89840059999999,47550
126,Alabama,Autauga County,Jemison,35085,32.991045799999995,-86.8010803,40648
127,Alabama,Autauga County,Verbena,36091,32.7592425,-86.5260002,67265
128,Alabama,Autauga County,Butler,36904,32.065663300000004,-88.2128479,55952
129,Alabama,Autauga County,Thomasville,36784,31.792901300000004,-87.64251540000001,40451
130,Alabama,Autauga County,Robertsdale,36567,30.7200267,-87.6245437,64173
131,Alabama,Autauga County,Grove Hill,36451,31.617017399999998,-87.6979772,50714
132,Alabama,Autauga County,Jackson,36545,31.501161600000003,-87.87233379999999,40592
133,Alabama,Autauga County,Ashland,36251,33.178515600000004,-85.7815679,44628
134,Alabama,Autauga County,Heflin,36264,33.6989979,-85.57279720000001,31459
135,Alabama,Autauga County,Jack,36346,31.537584399999997,-85.89840059999999,51782
136,Alabama,Autauga County,Kinston,36453,31.2721909,-86.1506243,46792
137,Alabama,Autauga County,Enterprise,36330,31.3627415,-85.8358304,88951
138,Alabama,Autauga County,Enterprise,36330,31.3627415,-85.8358304,61449
139,Alabama,Autauga County,Sheffield,35660,34.7708294,-87.6799629,51659
140,Alabama,Autauga County,Tuscumbia,35674,34.740331899999994,-87.73377669999999,46357
141,Alabama,Autauga County,Muscle Shoals,35662,34.7242107,-87.6264192,72532
142,Alabama,Autauga County,Leighton,35646,34.774634000000006,-87.5053473,51460
143,Alabama,Autauga County,Tuscumbia,35674,34.6686652,-87.822804,44527
144,Alabama,Autauga County,Castleberry,36432,31.3411108,-87.0387457,31633
145,Alabama,Autauga County,Rockford,35136,32.9929287,-86.07387940000001,33042
146,Alabama,Autauga County,Andalusia,36421,31.442065500000002,-86.3998913,53559
147,Alabama,Autauga County,Andalusia,36421,31.344395799999997,-86.463852,58835
148,Alabama,Autauga County,Muscle Shoals,35661,34.7471222,-87.63984740000001,61868
149,Alabama,Autauga County,Opp,36467,31.357017100000004,-86.2401037,46327
150,Alabama,Autauga County,Opp,36467,31.1810184,-86.2787253,60141
151,Alabama,Autauga County,Luverne,36049,31.7244285,-86.3608435,40683
152,Alabama,Autauga County,Baileyton,35019,34.2616429,-86.5683185,61900
153,Alabama,Autauga County,Vinemont,35179,34.271500599999996,-86.8345066,53673
154,Alabama,Autauga County,Cullman,35055,34.1565069,-86.8940425,63213
155,Alabama,Autauga County,Cullman,35055,34.2012855,-86.8254882,37893
156,Alabama,Autauga County,Cullman,35055,34.117682,-86.7963608,44858
157,Alabama,Autauga County,Garden City,35070,33.9980493,-86.7870516,43726
158,Alabama,Autauga County,Ft Rucker,36362,31.4097368,-85.7458071,68310
159,Alabama,Autauga County,Evergreen,36401,31.4626914,-86.9984985,34206
160,Alabama,Autauga County,Ozark,36360,31.4833011,-85.64971390000001,65625
161,Alabama,Autauga County,Ozark,36360,31.4149425,-85.6413488,31645
162,Alabama,Autauga County,Daleville,36322,31.302155600000003,-85.7056542,58239
163,Alabama,Autauga County,Midland City,36350,31.3374977,-85.4657416,42703
164,Alabama,Autauga County,Selma,36703,32.552658799999996,-87.03526459999999,65458
165,Alabama,Autauga County,Selma,36701,32.4157042,-87.0280529,23614
166,Alabama,Autauga County,Orrville,36767,32.3256691,-87.21917950000001,30567
167,Alabama,Autauga County,Selma,36701,32.3277469,-86.8942838,26582
168,Alabama,Autauga County,Rainsville,36986,34.5326223,-85.86307959999999,47226
169,Alabama,Autauga County,Fyffe,35971,34.4340842,-85.96872330000001,41338
170,Alabama,Autauga County,Andalusia,36421,31.326445,-86.507274,42170
171,Alabama,Autauga County,Crossville,35962,34.2571822,-86.025488,50821
172,Alabama,Autauga County,Ft Payne,35967,34.3660315,-85.6964687,46422
173,Alabama,Autauga County,Fort Payne,35967,34.457495200000004,-85.635214,57662
174,Alabama,Autauga County,Deatsville,36022,32.6948549,-86.2223176,55257
175,Alabama,Autauga County,Eclectic,36024,32.6328834,-86.03459649999999,51818
176,Alabama,Autauga County,Wetumpka,36092,32.52013839999999,-86.17221009999999,81059
177,Alabama,Autauga County,Millbrook,36054,32.4977055,-86.38835949999999,57221
178,Alabama,Autauga County,East Brewton,36426,31.099257300000005,-86.9105903,42831
179,Alabama,Autauga County,Brewton,36426,31.190044,-87.0635248,63662
180,Alabama,Autauga County,Atmore,36504,31.071707300000003,-87.4897027,31072
181,Alabama,Autauga County,Highland Home,36041,31.949641999999997,-86.3651124,51077
182,Alabama,Autauga County,Gadsden,35901,34.03218629999999,-85.9730613,36536
183,Alabama,Autauga County,Gadsden,35901,34.0476407,-86.0342629,65909
184,Alabama,Autauga County,Gadsden,35904,34.0003469,-86.0427603,32898
185,Alabama,Autauga County,Gadsden,35901,33.9993815,-86.010319,42144
186,Alabama,Autauga County,Gadsden,35904,34.064083000000004,-86.06618279999999,31929
187,Alabama,Autauga County,Rainbow City,35906,33.9640619,-86.04183499999999,50735
188,Alabama,Autauga County,Glencoe,35905,33.918413,-85.91833249999999,55639
189,Alabama,Autauga County,Attalla,35954,34.1470152,-86.0149509,59416
190,Alabama,Autauga County,Gadsden,35903,34.0013946,-85.96748649999999,24359
191,Alabama,Autauga County,Fayette,35555,33.7012455,-87.8909439,40956
192,Alabama,Autauga County,Vinemont,35179,34.1589207,-86.9571734,52592
193,Alabama,Autauga County,Berry,35546,33.64765429999999,-87.6143541,54116
194,Alabama,Autauga County,Russellville,35653,34.5125993,-87.7533372,78787
195,Alabama,Autauga County,Vina,35593,34.4392881,-88.03995649999999,37300
196,Alabama,Autauga County,Samson,36477,31.084781699999997,-86.08617509999999,37651
197,Alabama,Autauga County,Hartford,36344,31.0696505,-85.7368633,26922
198,Alabama,Autauga County,Slocomb,36375,31.086071899999997,-85.5280322,53395
199,Alabama,Autauga County,Boligee,35443,32.686132300000004,-87.9472665,24591
200,Alabama,Autauga County,Greensboro,36744,32.651436100000005,-87.6504698,43686
201,Alabama,Autauga County,Fort Gaines,39851,31.6127173,-85.1367411,47014
202,Alabama,Autauga County,Newton,36352,31.234786800000002,-85.5932271,69416
203,Alabama,Autauga County,Cullman,35057,34.010392100000004,-86.91025479999999,62728
204,Alabama,Autauga County,Dothan,36303,31.2531951,-85.4134185,58553
205,Alabama,Autauga County,Dothan,36301,31.2200822,-85.4193412,57312
206,Alabama,Autauga County,Dothan,36301,31.1821874,-85.3530797,66532
207,Alabama,Autauga County,Dothan,36303,31.2388804,-85.3512422,34057
208,Alabama,Autauga County,Webb,36376,31.268835,-85.2759901,49175
209,Alabama,Autauga County,Ashford,36312,31.1644974,-85.24685,54235
210,Alabama,Autauga County,Higdon,35979,34.8513417,-85.7000137,77322
211,Alabama,Autauga County,Stevenson,35772,34.8863961,-85.9296764,31235
212,Alabama,Autauga County,Scottsboro,35768,34.7615314,-86.0476196,50287
213,Alabama,Autauga County,Scottsboro,35768,34.6633617,-86.0358725,42148
214,Alabama,Autauga County,Ozark,36360,31.397130800000003,-85.6615834,51326
215,Alabama,Autauga County,Section,35771,34.569917499999995,-85.9716149,40859
216,Alabama,Autauga County,Birmingham,35212,33.542820899999995,-86.752434,38145
217,Alabama,Autauga County,Birmingham,35212,33.5442405,-86.7749128,30222
218,Alabama,Autauga County,Birmingham,35214,33.5423337,-86.8765161,18832
219,Alabama,Autauga County,Birmingham,35204,33.5261497,-86.8351469,29489
220,Alabama,Autauga County,Birmingham,35212,33.553205,-86.7429805,29126
221,Alabama,Autauga County,Birmingham,35212,33.55213019999999,-86.727676,43931
222,Alabama,Autauga County,Birmingham,35202,33.526074699999995,-86.78303170000001,25675
223,Alabama,Autauga County,Birmingham,35204,33.513249800000004,-86.83004720000001,30849
224,Alabama,Autauga County,Birmingham,35218,33.505958500000006,-86.8745531,68538
225,Alabama,Autauga County,Selma,36701,32.4484185,-87.0509577,36740
226,Alabama,Autauga County,Birmingham,35218,33.5052228,-86.90148459999999,33091
227,Alabama,Autauga County,Birmingham,35208,33.4847637,-86.8981396,34319
228,Alabama,Autauga County,Birmingham,35211,33.4859451,-86.8696926,30472
229,Alabama,Autauga County,Birmingham,35204,33.5007439,-86.8270718,21753
230,Alabama,Autauga County,Birmingham,35222,33.5108808,-86.77447120000001,51831
231,Alabama,Autauga County,Birmingham,35205,33.4866689,-86.8173266,28327
232,Alabama,Autauga County,Birmingham,35211,33.4806707,-86.85086770000001,28613
233,Alabama,Autauga County,Birmingham,35213,33.5206824,-86.7260226,46565
234,Alabama,Autauga County,Homewood,35209,33.4775177,-86.81494029999999,28720
235,Alabama,Autauga County,Birmingham,35215,33.6222102,-86.6790265,45016
236,Alabama,Autauga County,Selma,36701,32.366037199999994,-87.026282,37361
237,Alabama,Autauga County,Hueytown,35023,33.4525316,-87.0036566,52337
238,Alabama,Autauga County,Bessemer,35020,33.4009536,-86.9632652,47506
239,Alabama,Autauga County,Bessemer,35020,33.3813794,-86.9602115,21283
240,Alabama,Autauga County,Fairfield,35064,33.4817033,-86.91433559999999,29768
241,Alabama,Autauga County,Silverhill,36576,30.534560600000002,-87.7548736,53701
242,Alabama,Autauga County,Homewood,35209,33.475966,-86.7786575,142440
243,Alabama,Autauga County,Mountain Brook,35213,33.4947146,-86.7636042,155368
244,Alabama,Autauga County,Mountain Brook,35213,33.5124499,-86.7174833,128504
245,Alabama,Autauga County,Tarrant,35217,33.5796117,-86.7705036,18813
246,Alabama,Autauga County,Birmingham,35215,33.6373216,-86.63749150000001,66500
247,Alabama,Autauga County,Trussville,35173,33.6062979,-86.58484279999999,70449
248,Alabama,Autauga County,Ft Payne,35967,34.359447700000004,-85.80117759999999,45113
249,Alabama,Autauga County,Trussville,35173,33.72581470000001,-86.5900686,80117
250,Alabama,Autauga County,Birmingham,35220,33.669152200000006,-86.6511913,68096
251,Alabama,Autauga County,Kimberly,35091,33.7826093,-86.7857118,80998
252,Alabama,Autauga County,Mount Olive,35117,33.6819146,-86.9203958,74951
253,Alabama,Autauga County,Gardendale,35071,33.675835600000006,-86.7966575,51319
254,Alabama,Autauga County,Birmingham,35215,33.6453495,-86.6958458,46171
255,Alabama,Autauga County,Birmingham,35214,33.598314200000004,-86.87885729999999,50662
256,Alabama,Autauga County,Graysville,35073,33.6350049,-86.9946308,54763
257,Alabama,Autauga County,Pleasant Grove,35127,33.4820282,-86.98625059999999,90511
258,Alabama,Autauga County,Adamsville,35005,33.5764455,-86.9673879,53383
259,Alabama,Autauga County,Eclectic,36024,32.6328834,-86.03459649999999,54558
260,Alabama,Autauga County,Birmingham,35206,33.5657458,-86.67034749999999,40281
261,Alabama,Autauga County,Vestavia Hills,35243,33.4582894,-86.7384274,95153
262,Alabama,Autauga County,Vestavia Hills,35216,33.4205046,-86.78592490000001,79077
263,Alabama,Autauga County,Birmingham,35243,33.4278537,-86.73188090000001,65070
264,Alabama,Autauga County,Homewood,35209,33.4535392,-86.795517,81011
265,Alabama,Autauga County,Birmingham,35221,33.4480924,-86.8892598,31871
266,Alabama,Autauga County,Fairfield,35064,33.4589571,-86.936987,60913
267,Alabama,Autauga County,Fairfield,35064,33.4753834,-86.9481309,52520
268,Alabama,Autauga County,Bessemer,35023,33.3897822,-87.181015,77131
269,Alabama,Autauga County,Mccalla,35111,33.2874081,-87.00300240000001,90324
270,Alabama,Autauga County,Prattville,36066,32.449186,-86.37305079999999,54523
271,Alabama,Autauga County,Bessemer,35020,33.3512428,-86.95991459999999,46829
272,Alabama,Autauga County,Hoover,35226,33.401317399999996,-86.82797359999999,128915
273,Alabama,Autauga County,Hoover,35226,33.382200399999995,-86.8552686,115904
274,Alabama,Autauga County,Vernon,35592,33.766138,-88.0979273,48082
275,Alabama,Autauga County,Sheffield,35660,34.784265000000005,-87.6863587,19898
276,Alabama,Autauga County,Florence,35630,34.810395299999996,-87.6709633,28404
277,Alabama,Autauga County,Florence,35630,34.833077200000005,-87.6519647,45871
278,Alabama,Autauga County,Florence,35630,34.84224520000001,-87.7079565,66925
279,Alabama,Autauga County,Florence,35633,34.948095200000004,-87.78480390000001,58520
280,Alabama,Autauga County,Florence,35634,34.929505400000004,-87.63545,65375
281,Alabama,Autauga County,Gadsden,35901,34.03218629999999,-85.9730613,34479
282,Alabama,Autauga County,Killen,35645,34.8504713,-87.47935770000001,85950
283,Alabama,Autauga County,Rogersville,35652,34.8122679,-87.30436929999999,53050
284,Alabama,Autauga County,Town Creek,35672,34.566624700000006,-87.418451,49453
285,Alabama,Autauga County,Trinity,35673,34.57105,-87.2129882,50558
286,Alabama,Autauga County,Mt Hope,35651,34.4039525,-87.4562458,49474
287,Alabama,Autauga County,Auburn,36830,32.5848885,-85.4806812,82357
288,Alabama,Autauga County,Auburn,36830,32.5955157,-85.4933037,34498
289,Alabama,Autauga County,Auburn,36830,32.6207235,-85.468112,44489
290,Alabama,Autauga County,Opelika,36801,32.7027529,-85.3847912,71907
291,Alabama,Autauga County,Opelika,36801,32.631404700000004,-85.3521047,60292
292,Alabama,Autauga County,Gadsden,35901,33.9993815,-86.010319,40819
293,Alabama,Autauga County,Salem,36874,32.5985333,-85.1564072,56743
294,Alabama,Autauga County,Smiths Station,36877,32.5103593,-85.118585,42186
295,Alabama,Autauga County,Athens,35613,34.868162100000006,-86.86595849999999,84102
296,Alabama,Autauga County,Elkmont,35620,34.932604100000006,-86.9769708,52624
297,Alabama,Autauga County,Athens,35611,34.802546299999996,-86.9899793,43849
298,Alabama,Autauga County,Athens,35613,34.7766286,-86.8419932,80593
299,Alabama,Autauga County,Madison,35758,34.6474493,-86.85344659999998,101327
300,Alabama,Autauga County,Fort Deposit,36032,32.018097499999996,-86.6009099,63560
301,Alabama,Autauga County,Tuskegee Institute,36088,32.4628483,-85.7815478,50328
302,Alabama,Autauga County,Shorter,36075,32.3575498,-85.89479859999999,43995
303,Alabama,Autauga County,Glencoe,35905,33.918413,-85.91833249999999,53767
304,Alabama,Autauga County,Huntsville,35810,34.7832877,-86.58934709999998,47407
305,Alabama,Autauga County,Huntsville,35810,34.7679304,-86.63467829999999,38058
306,Alabama,Autauga County,Huntsville,35810,34.7552435,-86.6030659,57474
307,Alabama,Autauga County,Huntsville,35811,34.742245399999995,-86.5731181,53441
308,Alabama,Autauga County,Huntsville,35806,34.722743799999996,-86.6787178,49178
309,Alabama,Autauga County,Huntsville,35801,34.735105499999996,-86.5436849,93252
310,Alabama,Autauga County,Huntsville,35816,34.71756729999999,-86.6067012,23273
311,Alabama,Autauga County,Huntsville,35805,34.6875967,-86.6143778,37494
312,Alabama,Autauga County,Huntsville,35502,34.6915398,-86.57508359999999,77007
313,Alabama,Autauga County,Huntsville,35803,34.605088200000004,-86.57132340000001,79876
314,Alabama,Autauga County,Fayette,35555,33.817134499999995,-87.6438256,48781
315,Alabama,Autauga County,Huntsville,35803,34.6127548,-86.53295729999999,83331
316,Alabama,Autauga County,New Market,35761,34.917896999999996,-86.3494794,64802
317,Alabama,Autauga County,New Market,35761,34.9504742,-86.5026248,56419
318,Alabama,Autauga County,Madison,35758,34.762747999999995,-86.7550507,75746
319,Alabama,Autauga County,Harvest,35749,34.7912574,-86.76522829999999,80729
320,Alabama,Autauga County,Huntsville,35811,34.7623828,-86.49510240000001,58474
321,Alabama,Autauga County,Madison,35758,34.7373139,-86.76465879999999,134609
322,Alabama,Autauga County,Madison,35758,34.6854417,-86.76451340000001,79792
323,Alabama,Autauga County,Owens Cross Roads,35763,34.5605701,-86.4793214,65716
324,Alabama,Autauga County,Linden,36748,32.2755299,-87.8084087,32346
325,Alabama,Autauga County,Red Bay,35582,34.5152306,-88.0797797,36970
326,Alabama,Autauga County,Dixons Mills,36736,32.062079499999996,-87.72773509999999,48416
327,Alabama,Autauga County,Linden,36748,34.2081076,-87.721786,47449
328,Alabama,Autauga County,Hamilton,35570,34.1982117,-87.94910899999999,50049
329,Alabama,Autauga County,Guin,35563,33.986701700000005,-87.90212659999999,31017
330,Alabama,Autauga County,Grant,35747,34.52465120000001,-86.2046333,55987
331,Alabama,Autauga County,Union Grove,35175,34.4178011,-86.463898,62677
332,Alabama,Autauga County,Arab,35016,34.3314599,-86.4419583,58478
333,Alabama,Autauga County,Guntersville,35976,34.3505036,-86.25557979999999,55796
334,Alabama,Autauga County,Albertville,35951,34.2684564,-86.1499051,61634
335,Alabama,Autauga County,Albertville,35950,34.2558623,-86.2776418,32765
336,Alabama,Autauga County,Eutaw,35462,32.9585581,-88.0510053,30928
337,Alabama,Autauga County,Boaz,35957,34.211084,-86.13531090000001,77080
338,Alabama,Autauga County,Mobile,36617,30.711631,-88.0763917,23700
339,Alabama,Autauga County,Mobile,36617,30.706341600000002,-88.093464,40489
340,Alabama,Autauga County,Mobile,36604,30.6779766,-88.06069699999999,46053
341,Alabama,Autauga County,Mobile,36605,30.668197999999997,-88.07696779999999,36931
342,Alabama,Autauga County,Mobile,36605,30.602075300000003,-88.0987938,38383
343,Alabama,Autauga County,Mobile,36605,30.6489528,-88.09834690000001,50132
344,Alabama,Autauga County,Mobile,36606,30.6798293,-88.09330729999999,70996
345,Alabama,Autauga County,Mobile,36606,30.6825772,-88.114479,42432
346,Alabama,Autauga County,Mobile,36693,30.6453523,-88.14277779999999,57689
347,Alabama,Autauga County,Abbeville,36310,31.564689,-85.2591239,40518
348,Alabama,Autauga County,Mobile,36609,30.6610364,-88.14161109999999,35468
349,Alabama,Autauga County,Mobile,36618,30.7140322,-88.1460227,49698
350,Alabama,Autauga County,Mobile,36608,30.685869399999994,-88.1588421,108483
351,Alabama,Autauga County,Mobile,36608,30.673824,-88.20306679999999,58556
352,Alabama,Autauga County,Orange Beach,36561,30.3005856,-87.5417985,86000
353,Alabama,Autauga County,Mobile,36693,30.626774100000002,-88.19895490000002,64660
354,Alabama,Autauga County,Mobile,36617,30.721504,-88.1042551,23955
355,Alabama,Autauga County,Whistler,36613,30.7503663,-88.1166709,24218
356,Alabama,Autauga County,Saraland,36571,30.8245364,-88.07848359999998,43803
357,Alabama,Autauga County,Mount Vernon,36560,31.0707011,-88.0654398,48595
358,Alabama,Autauga County,Wilmer,36587,30.8819066,-88.2158005,58182
359,Alabama,Autauga County,Dothan,36303,31.235797499999997,-85.4197082,75861
360,Alabama,Autauga County,Semmes,36575,30.7536706,-88.2468888,66912
361,Alabama,Autauga County,Mobile,36695,30.662894899999998,-88.213545,98744
